image,question,answer
image2848,What aspirate shows megaloblastic erythropoiesis?,examination of bone marrow
image2849,"What is opened to show multiple submucosal,  myometrial,  and subserosal gray-white tumors,  each with a characteristic whorled appearance on cut section?",the uterus
image2850,What does the microscopic appearance of leiomyoma show?,bundles of normal-looking smooth muscle cells
image2850,What shows bundles of normal-looking smooth muscle cells?,microscopic appearance of leiomyoma
image2851,What is stained with cytokeratin for epithelial cells?,same cellblock
image2852,What is the cyst wall densely infiltrated by?,chronic inflammatory cells
image2852,"What is densely infiltrated by chronic inflammatory cells, chiefly lymphocytes, plasma cells and macrophages?",cyst wall
image2853,"What is comprised of ducts, acini, tubules, sheets and strands of cuboidal and myoepithelial cells?",epithelial element
image2854,"What is filled by a large,  layered thrombus?",the lumen
image2854,What is the lumen filled by?,a large
image2854,What is attenuated?,the wall of the aneurysm
image2855,What is are the small glands crowded in between?,larger benign glands
image2855,"What shows several small malignant glands with enlarged nuclei,  prominent nucleoli,  and dark cytoplasm,  as compared with the larger,  benign gland?",higher magnification
image2855,"What does higher magnification show with enlarged nuclei,  prominent nucleoli,  and dark cytoplasm,  as compared with the larger,  benign gland?",small malignant glands
image2855,What is crowded in between larger benign glands?,small glands
image2856,What is involved by a superficial bacterial infection showing the characteristic erythematous scablike lesions crusted with dried serum?,a child's arm
image2856,What is a child 's arm involved by ?,a superficial bacterial infection showing the characteristic erythematous scablike lesions crusted with dried serum
image2856,How is a child 's arm involved?,by a superficial bacterial infection
image2857,What has the stroma caseating?,epithelioid cell granulomas having langhans 'giant cells and peripheral layer of lymphocytes
image2858,"What are relatively small,  symmetric,  and uniformly pigmented?",melanocytic nevi
image2859,What is cut surface?,grey-white fleshy with areas of haemorrhage and necrosis
image2859,What is somewhat circumscribed?,lobulated tumour infiltrating the skeletal muscle
image2859,What is grey-white fleshy with areas of haemorrhage and necrosis?,cut surface
image2860,What is periodic acid-Schiff stain?,luminal obliteration
image2861,What show distinct nuclear inclusions?,infected cells
image2861,What do infected cells show?,distinct nuclear and ill-defined cytoplasmic
image2862,What shows mitotic figures in the layers of squamous epithelium?,photomicrograph on right under higher magnification
image2862,What does photomicrograph on right under higher magnification show?,mitotic figures in the layers of squamous epithelium
image2863,"What is seen to extend into renal p arenchyma, compressing the cortex as a thin rim at the periphery?",cystic change
image2863,What is the cystic change seen to extend into?,renal p arenchyma
image2863,What are communicating with the pelvi-calyceal system unlike polycystic kidney?,these cysts
image2863,What are these cysts communicating with?,pelvi-calyceal system unlike polycystic kidney
image2864,"What are widened and thickened due to congestion, oedema and mild fibrosis?",the alveolar septa
image2864,Why are the alveolar septa widened?,due to congestion
image2864,What contain heart failure cells alveolar macrophages containing haemosiderin pigment?,the alveolar lumina
image2864,What do the alveolar lumina contain failure cells alveolar macrophages containing haemosiderin pigment?,heart failure cells (alveolar macrophages containing haemosiderin pigment) 
image2865,What is visible in this gross specimen?,a solitary
image2865,What is visible in this gross specimen?,a solitary
image2866,What does the cortex show?,characteristic 'flea bitten kidney '
image2866,What is the kidney enlarged in?,size and weight
image2867,What does this correspond to in the form of homogeneously staining regions?,amplified n-myc
image2867,What do renal tubular epithelial cells in the lower half of the photograph show ?,no nuclear staining and background (green) cytoplasmic staining
image2867,What corresponds to amplified N-MYC in the form of homogeneously staining regions?,the neuroblastoma cells on the upper half of the photo with large areas of staining (yellow-green)
image2867,What show no nuclear staining and background cytoplasmic staining?,renal tubular epithelial cells
image2868,"What are small, uniform, lymphocyte-like with scanty cytoplasm?",individual tumour cells
image2868,"What are arranged in sheets, cords or aggregates and at places form pseudorosettes?",tumour cells
image2869,What is an asbestos fibre coated with giving it beaded or dumbbell-shaped appearance with bulbous ends?,asbestos body
image2870,What is the segmental distribution in this case?,typical of anca (anti-neutrophil cytoplasmic antibody)- associated crescentic glomerulonephritis
image2870,What is typical of ANCA (anti-neutrophil cytoplasmic antibody)- associated crescentic glomerulonephritis?,the segmental distribution
image2871,What are these nests composed of?,uniform cuboidal cells having granular cytoplasm
image2871,What are composed of uniform cuboidal cells having granular cytoplasm?,these nests
image2871,What does the tumour show?,a characteristic nested of cells separated by fibrovascular septa
image2872,What is laboratory findings of ITP contrasted with?,those found normal individual
image2872,How is laboratory findings of ITP contrasted?,with those found normal individual
image2872,What shows presence of reduced number of platelets which are often large?,peripheral blood in itp
image2872,What shows characteristically increased number of megakaryocytes with single non-lobulated nuclei and reduced cytoplasmic granularity inbox on right photomicrograph?,bone marrow in itp
image2872,What is contrasted with those found in a normal individual?,laboratory findings of itp individual
image2873,What does silver stain highlight?,the broad-based budding seen in blastomyces immitis organisms
image2873,What highlights the broad-based budding seen in Blastomyces immitis organisms?,silver stain
image2874,"What is accomplished in 4 sequential stages: prophase, metaphase, anaphase, and telophase?",m (mitotic) telophase
image2874,"What are the G1, S and G2 phase while M phase is accomplished in 4 sequential stages: prophase, metaphase, anaphase, and telophase?",premitotic phases (mitotic) telophase
image2874,"What are premitotic phases while M phase is accomplished in 4 sequential stages: prophase, metaphase, anaphase, and telophase?",the G1
image2874,"What are formed which may continue to remain in the cell cycle or go out of it in resting phase interphase, the G0 phase on completion of cell division?",two daughter cells
image2874,How are two daughter cells formed?,on completion of division
image2875,What does the sectioned surface show?,replacement of almost whole kidney
image2875,How does the sectioned surface show replacement of almost whole kidney?,by the tumour leaving a thin strip of compressed renal tissue at lower end
image2875,What shows replacement of almost whole kidney by the tumour leaving a thin strip of compressed renal tissue at lower end?,sectioned surface
image2876,What had the congenital capillary hemangioma at 2 years of age after the lesion undergone?,spontaneous regression
image2877,"What is of a fungating or exophytic, cauliflower-like tumour?",invasive carcinoma of the cervix common gross appearance
image2877,"What is of the cervix common gross appearance of or exophytic, cauliflower-like tumour?",invasive carcinoma
image2877,What shows replacement of the cervix by irregular greywhite friable growth extending into cervical canal as well as distally into attached vaginal cuff?,gross photograph on right
image2878,What show an inflammatory reaction in the myocardium after ischemic necrosis infarction?,the photomicrographs
image2878,When do the photomicrographs show an inflammatory reaction in the myocardium ?,after ischemic necrosis infarction
image2878,What do the photomicrographs show in the myocardium after ischemic necrosis infarction?,an inflammatory reaction
image2879,"What does the histologic view show overlying the stent wires (black diamond indicated by the arrow), which encroaches on the lumen (asterisk)?",a thickened neointima
image2879,What shows a thickened neointima overlying the stent wires black diamond encroaches on the lumen asterisk?,histologic view
image2880,What has an expansile growth pattern with pushing circumscribed borders?,this benign tumor
image2880,What does this benign tumor have ?,an expansile growth pattern with pushing circumscribed borders
image2881,What does modified silver stain demonstrate?,clusters of tangled bacilli
image2881,What demonstrates clusters of tangled bacilli (black)?,modified silver (warthin-starry) stain
image2881,What are histologic features?,acute inflammation and capillary proliferation
image2881,What are those of acute inflammation and capillary proliferation?,histologic features
image2882,When do the photomicrographs show an inflammatory reaction in the myocardium after ischemic necrosis infarction?,after ischemic necrosis infarction
image2882,What show an inflammatory reaction in the myocardium after ischemic necrosis infarction?,the photomicrographs
image2882,What do the photomicrographs show in the myocardium after ischemic necrosis infarction?,an inflammatory reaction
image2882,When do the photomicrographs show an inflammatory reaction in the myocardium ?,after ischemic necrosis infarction
image2882,Where do the photomicrographs show an inflammatory reaction after ischemic necrosis infarction?,in the myocardium
image2883,What are remote contusions seen as?,discolored yellow areas
image2883,What are present on the inferior frontal surface of this brain?,remote contusions
image2884,What surround an area of early myelin loss?,enlarged oligodendrocyte nuclei
image2884,What do enlarged oligodendrocyte nuclei stained for viral antigens  surround?,areas of early myelin loss
image2885,What does the smear show?,koilocytes having abundant vacuolated cytoplasm and nuclear enlargement
image2885,What have irregular nuclear outlines?,scanty cytoplasm and markedly hyperchromatic nuclei
image2885,What do the squamous cells have?,scanty cytoplasm and markedly hyperchromatic nuclei having irregular nuclear outlines
image2885,What did scanty cytoplasm and markedly hyperchromatic nuclei have?,irregular nuclear outlines
image2885,What have scanty cytoplasm and markedly hyperchromatic nuclei having irregular nuclear outlines?,squamous cells
image2886,How is the testis?,enlarged and nodular distorting the testicular contour
image2886,"What shows replacement of the entire testis by variegated mass having grey-white solid areas, cystic areas, honey-combed areas and foci of cartilage and bone?",sectioned surface
image2886,What does sectioned surface show?,replacement of the entire testis by variegated mass having grey-white solid areas
image2886,How does sectioned surface show replacement of the entire testis?,by variegated mass having grey-white solid areas
image2887,What is the circumscribed lesion composed of?,mature collagenised fibrous connective tissue
image2887,What is composed of mature collagenised fibrous connective tissue?,circumscribed lesion
image2888,What exhibit acantholysis?,atypical squamous cells
image2888,What does the tumor invade?,the dermal soft tissue as irregular projections of atypical squamous cells exhibiting acantholysis
image2888,What invades the dermal soft tissue as irregular projections of atypical squamous cells exhibiting acantholysis?,the tumor
image2889,What is firm and fibrous?,cut surface of the mass
image2889,What is circumscribed with irregular surface convolutions and prominent blood vessels?,tumour mass
image2890,What had undergone spontaneous regression?,congenital capillary hemangioma at birth and at 2 years of age after the lesion
image2890,When did the congenital capillary hemangioma after the lesion undergone spontaneous regression?,at 2 years of age after the lesion
image2891,What does the congested portion of the ileum correspond to?,areas of hemorrhagic infarction and transmural necrosis 
image2891,What corresponds to areas of hemorrhagic infarction and transmural necrosis?,the congested portion of the ileum
image2892,What do carcinomas consist of?,tightly adhesive clusters of cells
image2893,What shows mottled appearance-alternate pattern of dark congestion and pale fatty change?,the cut surface
image2894,What is caused by hypoxia/ischaemia?,sequence of events
image2894,How is sequence of events in the pathogenesis of reversible and irreversible cell injury caused?,by hypoxia/ischaemia
image2895,What is markedly enlarged?,the kidney 
image2896,What fills phagocytes in a lymph node of a patient with disseminated histoplasmosis?,histoplasma capsulatum yeast forms
image2896,What do histoplasma capsulatum yeast forms fill?,phagocytes in the lymph node of a patient with disseminated histoplasmosis
image2897,Whose densely stained nuclei (labeled T) are shown?,t lymphocytes
image2897,What can infiltration of the surface epithelium by T lymphocytes be recognized by?,densely stained nuclei
image2898,What are seen in this specimen from an immunosuppressed patient?,sheets of macrophages packed with mycobacteria
image2898,What are sheets of macrophages packed with mycobacteria seen in?,a specimen from an immunosuppressed patient
image2899,What is contrasted against normal cellular marrow?,against normal cellular marrow
image2899,What are there of cellular components composed chiefly of lymphoid cells?,scanty foci
image2899,What are scanty foci of cellular components composed chiefly of?,lymphoid cells
image2899,How does the biopsy show suppression of myeloid and erythroid cells and replacement of haematopoetic elements in aplastic anaemia?,by fat
image2899,What does the biopsy show?,suppression of myeloid and erythroid cells and replacement of haematopoetic elements by fat in aplastic anaemia
image2899,What shows suppression of myeloid and erythroid cells and replacement of haematopoetic elements by fat in aplastic anaemia?,the biopsy
image2899,What is bone marrow trephine biopsy in aplastic anaemia contrasted against?,normal cellular marrow
image2899,What in aplastic anaemia is contrasted against normal cellular marrow?,bone marrow trephine biopsy
image2900,What shows bright fibres of silica?,polarising microscopy in photomicrograph on right
image2900,What does the silicotic nodule consist of?,hyaline centre surrounded by concentric layers of collagen
image2900,What consists of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust-laden macrophages?,silicotic nodule
image2901,"What are large, with round to convoluted nuclei having high n/c ratio and no cytoplasmic granularity?",the cells
image2902,What does sectioned slice of the liver show?,pale yellow parenchyma with rounded borders
image2902,What shows pale yellow parenchyma with rounded borders?,sectioned slice of the liver borders
image2903,What predominate in the tumour while the stroma is composed of fine and delicate fibrous tissue?,clear cells
image2903,What does the tumour show?,solid masses and acini of uniform-appearing tumour cells
image2903,What is the stroma composed of?,fine and delicate fibrous tissue
image2904,"What exposes subendothelium, initiating adherence of platelets and activation of coagulation system?",endothelial injury
image2904,What is formed called thrombus?,some leucocytes and red cells and tight meshwork
image2904,What forms fibrin strands in which are entangled some leucocytes and red cells and a tight meshwork is formed called thrombus?,activated coagulation system
image2905,How did note bowing of legs as a consequence of the formation of poorly mineralize bone in a child?,with rickets
image2905,What is bowing of legs the consequence of?,the formation of poorly mineralized bone in a child 
image2906,What are numerous islands of extramedullary hematopoiesis scattered among in this histologic preparation from an infant with nonimmune hydrops fetalis?,mature hepatocytes
image2906,What are scattered among mature hepatocytes in this histologic preparation from an infant with nonimmune hydrops fetalis?,numerous islands of  extramedullary hematopoiesis
image2907,What is hematoxylin-eosin stain?,hyaline membrane disease
image2908,What is the arteriolar wall thickened with?,the deposition of amorphous proteinaceous material
image2908,What is thickened with the deposition of amorphous proteinaceous material (hyalinized)?,the arteriolar wall
image2908,What is markedly narrowed?,the lumen
image2909,How does the tumour show?,with numerous interspersed multinucleate giant cells lyning in a background of fibrous tissue
image2909,What does the tumour show?,infiltrate of small oval to spindled histiocytes with numerous interspersed multinucleate giant cells lyning in a background of fibrous tissue
image2910,What does the opened up uterine cavity show?,an intrauterine gestation sac with placenta having grey-white whorled pattern
image2910,How does the opened up uterine cavity show an intrauterine gestation sac?,with placenta having grey-white whorled pattern
image2910,What shows an intrauterine gestation sac with placenta having grey-white whorled pattern?,opened up uterine cavity
image2910,What does sectioned surface of the uterus show?,multiple circumscribed
image2910,"What shows multiple circumscribed, firm nodular masses of variable sizes-submucosal in location having characteristic whorling?",sectioned surface of the uterus
image2911,What consists of haematopoietic tissue?,approximately 50% of the soft tissue of the bone
image2911,When is a normal bone marrow in an adult seen seen in a section ?,after trephine biopsy
image2911,What support the marrow-containing tissue?,bony trabeculae
image2911,What is fatty marrow?,50% of the soft tissue of the bone
image2911,How many percent of the soft tissue of the bone consists of haematopoietic tissue?,approximately 50%
image2911,When is a normal bone marrow in an adult seen seen in a section ?,after trephine biopsy
image2911,What does approximately 50 % of the soft tissue of the bone consist of?,haematopoietic tissue
image2911,What is normal bone marrow in an adultseen in after trephine biopsy?,a section after trephine biopsy
image2912,When is failure to stain due to enzyme loss?,after cell death
image2912,What is due to enzyme loss after cell death?,failure to stain
image2912,What were all three transverse sections of myocardium stained with?,triphenyltetra-zolium chloride
image2912,"What were stained with triphenyltetra-zolium chloride,  an enzyme substrate that colors viable myocardium magenta?",all three transverse sections of myocardium
image2912,What does the transmural light area in the posterolateral left ventricle represent in the specimen showing necrosis?,acute myocardial infarction
image2912,What represents an acute myocardial infarction in the specimen showing necrosis?,the transmural light area in the posterolateral left ventricle
image2912,"What shows functional effects without any gross or light microscopic changes,  or reversible changes such as cellular swelling and fatty change?",reversibly injured myocardium
image2912,"How many cm (normal,  1-1.5 cm) is the left ventricular wall thicker than in the example of myocardial hypertrophy lower left?",2 cm
image2912,"What is thicker than 2 cm (normal,  1-1.5 cm) in the example of myocardial hypertrophy lower left?",the left ventricular wall
image2912,What is ischemic coagulative necrosis?,the irreversible injury
image2912,What is hypertrophy?,the cellular adaptation depicted here
image2912,What is ischemia?,the cause of reversible injury
image2912,What is the irreversible injury?,ischemic coagulative necrosis
image2913,How does low-power view of a cross section of a skin blister show the epidermis separated from the dermis?,by a focal collection serous effusion
image2913,What does the low-power view of a cross section of a skin blister show?,the epidermis separated from the dermis by a focal collection serous effusion
image2913,What is separated from the dermis by a focal collection of serous effusion?,the epidermis
image2914,What does the cystoscopic appearance of the papillary urothelial tumor resemble?,resemble coral
image2914,"What resemble coral,  within the bladder?",papillary urothelial tumor
image2915,What is shown that is a common feature of nonproliferative breast disease?,an apocrine cyst
image2915,What is an apocrine cyst?,a common feature of nonproliferative breast disease
image2916,"What distorts the glandular tissue,  forming cleftlike spaces,  and bulges into surrounding stroma?",proliferating stromal cells
image2916,What do proliferating stromal cells distort?,the glandular tissue
image2917,What is called the Prussian blue reaction?,a special staining process
image2917,What is shown by a special staining process called the Prussian blue reaction?,iron deposits
image2918,What are large and hyperchromatic?,the nuclei
image2919,What stained red and cytoplasm green?,healthy neutrophils with nuclei
image2920,What is equipments required for?,transcutaneous fnac
image2921,What shows Ziehl-Neelsen staining having many tubercle bacilli?,fna lymph node
image2921,Who does inbox show?,tuberculous lymphadenitis
image2922,What is attached to the dura with compression of underlying brain?,parasagittal multilobular meningioma 
image2922,What is parasagittal multilobular meningioma attached to?,the dura with compression of underlying brain
image2922,How is parasagittal multilobular meningioma attached?,to the dura with compression of underlying brain
image2923,What are included in the cystlike structure visible just above the buttocks?,both meninges and spinal cord parenchyma
image2923,What are both meninges and spinal cord parenchyma included in?,the cystlike structure visible just above the buttocks
image2924,"What is surrounded by inflammatory cells, fibroblasts and occasional giant cells?",gouty tophus
image2924,"What is gouty tophus, showing central aggregates of urate crystals surrounded by?",inflammatory cells
image2924,"How is gouty tophus, showing central aggregates of urate crystals surrounded?",by inflammatory cells
image2925,Where is the epidermis?,on the left side of the fluorescent band
image2926,Where are lesions owing to excessive scale present?,on the cheek and nose
image2927,What does this appearance imply?,impending perforation
image2927,What implies impending perforation?,the entire small bowel was markedly distended and perilously thin
image2928,What develop long-term neurologic sequelae?,infants who survive
image2928,What occurs because the blood-brain barrier is less developed in the neonatal period than it is in adulthood?,severe hyperbilirubinemia
image2928,What is less developed in the neonatal period than it is in adulthood?,the blood-brain barrier
image2929,What is there of the GBM?,widespread thickening
image2929,What do the glomerular tufts show?,lobulation and mesangial hypercellularity
image2929,What show lobulation and mesangial hypercellularity?,glomerular tufts
image2930,What is seen?,gamna-gandy body
image2930,Where is increased fibrosis?,in the red pulp
image2930,What are dilated and congested?,the sinuses
image2931,What is in chronic pyelonephritis with calyectasis?,small contracted kidney
image2932,"What shows irregular, circumscribed, yellowish mass with areas of haemorrhages and necrosis?",sectioned surface
image2932,What does the upper pole of the kidney show?,a large and tan mass
image2932,What shows a large and tan mass while rest of the kidney has reniform contour?,upper pole of the kidney
image2932,What does rest of the kidney have?,reniform contour 
image2932,What has reniform contour?,rest of the kidney
image2933,What does platelet aggregation form?, tight plug
image2933,What forms a tight plug?,platelet aggregation
image2933,What is dispersed in the cell?,normal non-activated platelet
image2934,What shows undifferentiated retinal cells and the typical rosettes?,tumour arising from the retina
image2935,What can produce fatty liver by different etiologic agents?,defects in any of the six numbered steps
image2936,What are lymphoid aggregates with germinal centers and abundant subepi-thelial plasma cells within the superficial lamina propria?,characteristics of h pylori gastritis
image2936,What are characteristic of H. pylori gastritis?,lymphoid aggregates with germinal centers and abundant subepithelial plasma cells within the superficial lamina propria
image2937,What did osmotic fragility testing beta-thalassaemia major show?,decreased fragility
image2938,What does the cut surface of lung show?,markedly dilated bronchi filled with purulent mucus that extend to subpleural regions
image2938,What shows markedly dilated bronchi filled with purulent mucus that extend to subpleural regions?,cut surface of lung
image2939,What are the bronchioles as well as the adjacent alveoli filled with?,exudate consisting chiefly of neutrophils
image2939,Why are the alveolar septa thickened?,due to congested capillaries and neutrophilic infiltrate
image2939,What are thickened due to congested capillaries and neutrophilic infiltrate?,alveolar septa
image2939,What are filled with exudate consisting chiefly of neutrophils?,bronchioles as well as the adjacent alveoli
image2940,What is some fibrosis present in?,the characteristic perisinusoidal chicken wire fence pattern
image2940,What is present in a characteristic perisinusoidal chicken wire fence pattern (Masson trichrome stain)?,some fibrosis
image2940,What is fatty liver disease associated with?,chronic alcohol use
image2940,What is associated with chronic alcohol use?,fatty liver disease
image2940,How is fatty liver disease associated?,with chronic alcohol use
image2941,What undergoes metaplastic change to columnar epithelium of intestinal type?,part of the oesophagus 
image2942,When are most scars gone Masson trichrome stain?,after 1 year of abstinence
image2942,When are most scars gone Masson trichrome stain?,after abstinence
image2942,When are most scars gone?,after 1 year of abstinance
image2942,What are gone after 1 year of abstinence?,most scars
image2943,What is the adenoma distinguished from?,nodular hyperplasia by its solitary
image2943,"What is distinguished from nodular hyperplasia by its solitary,  circumscribed nature?",the adenoma
image2944,What does rest of the hepatic parenchyma in the upper part of the picture show?,many nodules of variable sizes
image2944,What shows many nodules of variable sizes owing to co-existent macronodular cirrhosis?,rest of the hepatic parenchyma in the upper part of the picture
image2945,What is also seen in the photomicrograph?,giant cell with inclusions
image2945,What are there have paucity of lymphocytes?,non-caseating epithelioid cell granulomas
image2945,What have paucity of lymphocytes?,non-caseating epithelioid cell granulomas
image2945,What is a giant cell with inclusions also seen in?,the photomicrograph 
image2946,What are needle shaped and negatively birefringent under polarized light?,urate crystals
image2947,How does low magnification show marked synovial hypertrophy?,with formation of villi
image2947,What shows marked synovial hypertrophy with formation of villi?,low magnification
image2948,What does histologic appearance show?,necrotic bone and extensive purulent inflammatory exudate
image2948,What shows necrotic bone and extensive purulent inflammatory exudate?,histologic appearance
image2949,What are seen as areas of tissue loss and residual gliosis?,old intracortical infarcts
image2949,What are old intracortical infarcts seen as?,areas of tissue loss and residual gliosis
image2949,When does an area of infarction show the presence of macrophages and surrounding reactive gliosis?,by day 10
image2950,What is there of kertinocytes at the junction and mild lymphocytic infiltrate?,oedema and necrosis
image2951,What is the epidermis raised as?,while some are yellowish-white lesions above surface
image2952,What does cut surface show?,multiple nodules separated from each other by incomplete fibrous septa
image2952,What shows multiple nodules separated from each other by incomplete fibrous septa?,cut surface
image2952,What are also seen?,areas of haemorrhage and cystic change
image2952,What is enlarged and nodular?,thyroid gland
image2953,What is seen projecting into lumen while the covering mucosa is ulcerated?,polypoid growth
image2953,What is ulcerated?,covering mucosa
image2954,What are the lower extremities perfused by?,by way of dilated
image2954,"What are perfused predominantly by way of dilated,  tortuous collateral channels?",the lower extremities
image2954,What are to the left of the coarctation?,the dilated ascending aorta and major branch vessels
image2954,Where are the dilated ascending aorta and major branch vessels in relation to the coarctation?,to the left
image2954,What is the coarctation of the aorta?,segmental narrowing
image2954,When do such lesions manifest than preductal coarctations?,later in life
image2955,What are large and filled with tenacious mucin?,the cysts
image2956,What corresponds to wire loops seen by light microscopy?,subendothelial dense deposits
image2956,What do subendothelial dense deposits correspond to?,wire loops seen by light microscopy
image2957,How is extracapillary proliferation?,not prominent in this case
image2958,How is acute endocarditis caused?,by staphylococcus aureus on a congenitally bicuspid aortic valve with extensive cuspal destruction and ring abscess
image2958,What is acute endocarditis caused by?,staphylococcus aureus on a congenitally bicuspid aortic valve with extensive cuspal destruction and ring abscess
image2958,What is caused by staphylococcus aureus on a congenitally bicuspid aortic valve with extensive cuspal destruction and ring abscess?,acute endocarditis
image2959,What is straddled with multiple polyoid structures of varying sizes many of which are pedunculated?,mucosal surface
image2959,What is the mucosal surface straddled with?,multiple polyoid structures of varying sizes
image2960,What are characteristics of cancer in a gland contrasted with?,the appearance of an acinus
image2960,What are contrasted with the appearance of an acinus a?,characteristics of cancer in a gland
image2961,When are the majority of tissue macrophages derived from hematopoietic precursors?,during inflammatory reactions
image2962,What does microscopy show?,large follicles distended by colloid and lined by flattened follicular epithelium
image2963,"What include papillomatosis, hyperkeratosis and acanthosis?",other features
image2963,What is in a straight line from the normal uninvolved epidermis?,border of the elevated lesion at the lateral margin
image2964,What show neutrophilic microabscess causing dermo-epidermal separation at tips?,tips of dermal papillae
image2964,What do the tips of dermal papillae show?,neutrophilic microabscess causing dermo-epidermal separation at tips
image2965,What is present in the temporal lobe?,an infarct with punctate hemorrhages
image2966,What does amyloid show?,congophilia which depicts apple-green birefringence under polarising microscopy
image2966,What does microscopy show?,organoid pattern of oval tumour cells and abundant amyloid stroma
image2967,What has scattered oval radiolucent cysts and peripheral osteophyte lipping arrows?,subcondral sclerosis
image2967,What does subchondral sclerosis have?,scattered oval radiolucent cysts and peripheral osteophyte lipping
image2968,"What is surrounded by reactive fibroblasts,  mononuclear inflammatory cells,  and giant cells?",an aggregate of dissolved urate crystals cells
image2968,What is an aggregate of dissolved urate crystals cells surrounded by?,reactive fibroblasts
image2969,What shows eccentric aneurysmal bone cyst of tibia?,coronal computed axial tomography scan
image2969,What is the soft tissue component delineated by?,a thin rim of reactive subperiosteal bone
image2969,What is delineated by a thin rim of reactive subperiosteal bone?,the soft tissue component
image2969,What is coronal computed axial tomography scan showing?,eccentric aneurysmal bone cyst of tibia
image2970,What stain as globi and cigarettes-in-a-pack appearance inside the foam macrophages?,lepra bacilli in ll seen in fite-faraco 
image2971,What are the neoplastic cells vacuolated because of?,the presence of intracytoplasmic lipid
image2971,What are vacuolated because of the presence of intracytoplasmic lipid?,the neoplastic cells
image2971,What is there in the figure?,mild nuclear pleomorphism
image2972,What are electron micrograph of Gaucher cells with?,elongated distended lysosomes
image2973,What are not visible in this preparation?,granules containing catecholamine
image2973,How are granules containing catecholamine?,not visible in this preparation
image2974,What is the centre composed of?,granular caseation necrosis
image2975,When are most scars gone Masson trichrome stain?,after abstinence
image2975,When are most scars gone Masson trichrome stain?,after 1 year of abstinence
image2976,How did chronic viral hepatitis due to HCV show characteristic portal tract expansion?,by a dense lymphoid infiltrate
image2976,What did chronic viral hepatitis due to HCV show?,characteristic portal tract expansion by a dense lymphoid infiltrate 
image2976,What shows characteristic portal tract expansion by a dense lymphoid infiltrate?,chronic viral hepatitis due to hcv
image2977,What is involved in chronic venous congestion of different organs?,schematic representation of mechanisms 
image2977,What is schematic representation of mechanisms involved in?,chronic venous congestion (cvc) different organs
image2978,What is scanty connective tissue stroma seen between?,the cavernous spaces
image2978,"What are large, dilated, many containing blood, and are lined by flattened endothelial cells?",vascular spaces
image2978,What are the vascular spaces lined by?,flattened endothelial cells
image2978,What is seen between the cavernous spaces?,scanty connective tissue stroma
image2979,What include a cell in the center of the field with multiple needlelike Auer rods?,other characteristic findings 
image2979,What do other characteristic findings include?,a cell in the center of the field with multiple needlelike auer rods
image2979,What has abnormally coarse and numerous azurophilic granules?,neo-plastic promyelocytes
image2980,What are thickened due to congested capillaries and neutrophilic infiltrate?,the alveolar septa infiltrate
image2980,Why are the alveolar septa thickened?,due to congested capillaries and neutrophilic infiltrate
image2980,What are the bronchioles as well as the adjacent alveoli filled with?,exudate consisting chiefly of neutrophils
image2980,What are filled with exudate consisting chiefly of neutrophils?,bronchioles as well as the adjacent alveoli
image2981,What is more pronounced in the subpleural region?,the fibrosis
image2981,"How is the fibrosis,  which varies in intensity?",more pronounced subpleural region
image2982,What is associated with fibrosis?,a large amount of black pigment
image2983,What has the tissue been stained with?,prussian blue
image2983,"What has been stained with Prussian blue,  an iron stain that highlights the abundant intracellular hemo-siderin?",the tissue
image2984,"What show numerous plasma cells, many with abnormal features?",bone marrow aspirate
image2984,What do bone marrow aspirate in myeloma show?,numerous plasma cells
image2985,What shows owl-eye appearance of central chromatin mass and perinuclear halo?,cross section
image2986,What are progressively shortened in aging?,these end components of chromosome
image2987,How is a liver studded?,with metastatic cancer
image2987,What is a liver studded with?,metastatic cancer
image2987,What is studded with metastatic cancer?,a liver
image2988,"What have a foamy,  vacuolated appearance resulting from deposition of lipids?",the hepatocytes and kupffer cells
image2988,What do the hepatocytes and Kupffer cells have resulting from deposition of lipids?,a foamy
image2989,What is there on sectioned surface of the liver?,diffuse nodularity
image2989,Where is diffuse nodularity?,on sectioned surface of the liver 
image2990,What is there in the dermis with a clear subepidermal zone?,collection of proliferating foam macrophages 
image2990,What is there of proliferating foam macrophages in the dermis with a clear subepidermal zone?,collection of proliferating foam macrophages 
image2991,"What has inflammatory cell infiltrate, newly formed blood vessels and young fibrous tissue in loose matrix?",active granulation tissue
image2991,What does ctive granulation tissue have?,inflammatory cell infiltra
image2992,What does a section of liver stained with Congo red reveal in the walls of blood vessels and along sinusoids?,pink-red deposits amyloid
image2992,What reveals pink-red deposits of amyloid in the walls of blood vessels and along sinusoids?,a section liver stained with congo
image2993,What do characteristic features include ?,diffuse osteopenia
image2993,"What include diffuse osteopenia,  marked loss of the joint spaces of the carpal,  metacarpal,  phalangeal,  and interphalangeal joints,  periarticular bony erosions,  and ulnar drift of the fingers?",characteristic features of rheumatoid arthritis
image2994,What does microscopy reveal?,osteoclast-like multinucleate giant cells which are regularly distributed among the mononuclear stromal cells
image2995,What shows destruction of cortex and surrounding gliosis?,old cystic infarct
image2995,What does the old cystic infarct show?,destruction of cortex and surrounding gliosis
image2996,What leads to hemorrhage?,disruption of the vessels that enter the pons along the midline
image2996,What displaces the brain downward?,mass effect
image2997,What does the skin show?,non-acantholytic subepidermal bulla containing microabscess of eosinophils
