image,question,answer
image4907,What is delineated from the residual normocellular gland on the upper right in this low-power view?,a solitary hypercellular adenoma
image4907,What is a solitary hypercellular adenoma delineated from?,the residual normocellular gland on the upper right
image4908,What are hyaline arteriolosclerosis and intimal thickening of small blood vessels in the glomerular tuft?,vascular changes
image4908,What are the vascular changes?,hyaline arteriolosclerosis and intimal thickening of small blood vessels in the glomerular tuft
image4908,"What include sclerosed glomeruli, tubular atrophy and fine interstitial fibrosis?",parenchymal changes
image4908,What do the parenchymal changes include?,sclerosed glomeruli
image4909,What does the tumour show?,admixture of spindle-shaped pleomorphic cells forming storiform pattern and histiocyte-like round to oval cells
image4910,What is the most common histologic pattern?,well-differentiated adenocarcinoma showing closely packed glands with cytologic atypia
image4910,What is well-differentiated adenocarcinoma showing closely packed glands with cytologic atypia?,the most common histologic pattern
image4911,What is seen on the posterior aspect (lower left)?,carcinomatous tissue
image4911,Where is carcinomatous tissue seen ?,on the posterior aspect
image4912,What does the lumen contain?,necrotic debris
image4912,What shows an outpouching which on section is seen communicating with the intestinal lumen?,resected segment of the small intestine
image4913,What are also included?,areas of necrosis and inflammatory infiltrate
image4913,What shows PAS positive tumour cells in perivascular location?,inbox in the right photomicrograph
image4913,What does Inbox in the right photomicrograph show?,pas positive tumour cells in perivascular location
image4914,What shows minimal variation in nuclear size and occasional follicle formation?,high-power detail
image4915,What are the alveoli filled with?,a characteristic foamy acellular exudate
image4915,What are filled with a characteristic foamy acellular exudate?,the alveoli
image4916,What is infiltrated by macrophages and fibroblasts?,fibromyxoid masses
image4916,"How is Advanced organizing pneumonia,  featuring transformation of exudates to fibromyxoid masses infiltrate?",by macrophages and fibroblasts
image4917,What is composed of granulation tissue overlaid by degraded blood?,the necrotic ulcer base
image4917,What is the necrotic ulcer base composed of?,granulation tissue overlaid by degraded blood
image4918,What are prominent?,intraepithelial and lamina propria neutrophils
image4919,How does a Masson trichrome preparation show complete replacement of virtually all glomeruli?,by blue-staining collagen
image4919,What does a Masson trichrome preparation show?,complete replacement of virtually all glomeruli by blue-staining collagen
image4919,What shows complete replacement of virtually all glomeruli by blue-staining collagen?,a masson trichrome preparation
image4920,Where are abscesses present?,in the putamen and thalamus
image4921,By whose multicentricity are metastatic lesions distinguished grossly from most primary central nervous system tumors?,metastatic grossly from most primary central nervous system tumors by their and well-demarcated margins
image4921,What are distinguished grossly from most primary central nervous system tumors by their multicentricity and well-demarcated margins?,metastatic lesions
image4921,What is the dark color of the tumor nodules in this specimen due to?,the presence of melanin
image4921,What is due to the presence of melanin?,the dark color of the tumor nodules
image4922,What does the cytoplasm contain?,progressively less rna and more haemoglobin
image4922,What contains progressively less rna and more haemoglobin?,the cytoplasm 
image4922,What is there of the nuclear chromatin which is eventually extruded from the cell at the late erythroblast stage?,progressive condensation of the nuclear chromatin
image4923,What has reniform contour?,rest of the kidney
image4923,What shows a large and tan mass while rest of the kidney has reniform contour?,upper pole of the kidney
image4923,What does rest of the kidney have?,reniform contour
image4923,"What shows irregular, circumscribed, yellowish mass with areas of haemorrhages and necrosis?",sectioned surface
image4923,What does the upper pole of the kidney show?,a large and tan mass
image4924,What do the glomeruli show?,periglomerular fibrosis
image4924,What shows atrophy of some tubules and dilatation of others which contain colloid casts thyroidisation?,scarred area
image4924,What does the scarred area show?,atrophy of some tubules and dilatation of others which contain colloid casts thyroidisation
image4924,What are the tubules surrounded by?,abundant fibrous tissue and chronic interstitial inflammatory reaction
image4924,What included are thick-walled?,blood vessels
image4925,How are spiral-shaped Helicobacter pylori bacilli?,highlighted in this warthin-starry silver stain
image4925,What are organisms abundant within?,surface mucus
image4925,What are highlighted in this Warthin-Starry silver stain?,spiral-shaped helicobacter pylori bacilli
image4926,What are the alveolar walls lined by?,cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern
image4926,What are lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?,alveolar walls
image4927,What are distended?,alveoli and respiratory bronchioles surrounding the coal macule
image4927,What are seen surrounding respiratory bronchioles?,coal macules composed of aggregates of dust-laden macrophages and collagens
image4927,What are coal macules composed of?,aggregates of dust-laden macrophages and collagens are seen surrounding respiratory bronchioles
image4928,"What are replaced by multiple, variable-sized, circumscribed nodular masses which are grey-white in colour?",large parts of the lung parenchyma
image4929,"What is there increased in the red pulp, capsule and the trabeculae?",fibrosis trabeculae
image4929,What are dilated and congested?,the sinuses
image4930,What shows circumscribed?,cut surface of both the masses
image4930,What shows a separate encapsulated gelatinous mass?,lower part of the image
image4930,What is the main mass multilobulated with?,increased fat while lower part of the image shows a separate encapsulated gelatinous mass
image4930,What does lower part of the image show?,a separate encapsulated gelatinous mass
image4930,What is multilobulated with increased fat while lower part of the image shows a separate encapsulated gelatinous mass?,main mass
image4931,What are also seen?,a few mitotic figures
image4932,What show superficial invasive islands of malignant cells in the subepithelial soft tissues?,a few areas
image4932,What do a few areas show?,superficial invasive islands of malignant cells
image4933,"What demonstrate sheets of plump,  proliferating spindle cells and slitlike vascular spaces?",histologic view of the nodular stage
image4934,What are also seen?,islands of mature cartilage
image4934,How does microscopy show characteristic lining of the cyst wall?,by epidermis and its appendages
image4935,What does not occur in the absence of appropriate T-cell-mediated immunity?,granulomatous host response
image4935,What shows massive intracellular macrophage infection with acid-fast organisms (filamentous and pink in this acid-fast stain preparation)?,mycobacterium avium infection
image4935,What does mycobacterium avium infection in a duodenal biopsy from a patient with AIDS show?,massive intracellular macrophage infection with acid-fast organisms
image4935,What is AIDS?,acquired immunodeficiency syndrome
image4936,"What are large, with round to convoluted nuclei having high n/c ratio and no cytoplasmic granularity?",the cells
image4937,What is seen in small arteries?,plexiform lesion
image4937,Where is plexiform lesion characteristic of advanced pulmonary hypertension seen?,in small arteries
image4938,What is there?,patchy myocardial fibrosis
image4938,"What is there, especially around small blood vessels in the interstitium?",patchy myocardial fibrosis
image4939,What is expanded in the region of epiphysis?,end of the long bone
image4939,"What shows circumscribed, dark tan, haemorrhagic and necrotic tumour?",sectioned surface
image4939,What is the end of the long bone expanded in?,region of epiphysis
image4939,Where is the end of the long bone expanded?,in region of epiphysis
image4940,What form a poorly defined nodule?,collection of microglial cells
image4940,What did the collection of microglial cells form?,a poorly defined nodule
image4941,What is subacute endocarditis caused by?,streptococcus viridans on a previously myxomatous mitral valve
image4941,What is caused by Streptococcus viridans on a previously myxomatous mitral valve?,subacute endocarditis
image4941,How is subacute endocarditis caused?,by streptococcus viridans on a previously myxomatous mitral valve
image4942,"How is reversible injury considered to do if the injurious stimulus is not removed, by convention?",culminate in necrosis
image4942,What are illustrated?,the principal cellular alterations that characterize reversible cell injury and necrosis
image4942,"What is considered to culminate in necrosis if the injurious stimulus is not removed, by convention?",reversible injury
image4943,Where is the pacemaker?,in the right ventricle
image4943,What is presented incidentally in the right ventricle?,a pacemaker
image4943,Where is the atrium shown?,on the right in this four-chamber view of the heart
image4943,What are shown on the right in this four-chamber view of the heart?,the left ventricle and left atrium
image4943,What is causing reduction in lumen size?,concentric thickening of the left ventricular wall
image4943,What is concentric thickening of the left ventricular wall causing?,reduction in lumen size
image4944,What produces a draining sinus?,extension of infection into the joint space
image4944,What is called involucrum?,formation of viable new reactive bone surrounding the sequestrum
image4944,"What does the extension of infection into the joint space, epiphysis and the skin produce?",a draining sinus
image4944,What does process begin as?,a focus of microabscess in a vascular loop in the marrow which expands to stimulate
image4944,What does the abscess expand?,further causing necrosis of the cortex called sequestrum
image4945,What shows lobulated mass with bluish cartilaginous hue infiltrating the soft tissues?,sectioned surface
image4945,Why is the bone expanded?,due to a gelatinous tumour
image4945,How does sectioned surface show lobulated mass?,with bluish cartilaginous hue infiltrating the soft tissues
image4946,What represents cell cycle for labile cells?,the particle
image4946,What is the inner circle shown with?,green line
image4946,What represents cell cycle for permanent cells?,circle shown with red line
image4946,What is the circle shown with?,red line represents cell cycle for permanent cells
image4946,What represents cell cycle for stable cells?,circle shown with yellow-orange line
image4947,Where are foci of metaplastic squamous epithelium seen?,at other places
image4947,What is lined by normal columnar epithelium while foci of metaplastic squamous epithelium are seen at other places?,part of the endocervical mucosa
image4947,What is part of the endocervical mucosa lined by?,normal columnar epithelium
image4948,What were grossly hemorrhagic and shrunken at autopsy?,the adrenal glands
image4948,What is discernible in this photomicrograph?,little residual cortical architecture
image4948,What result in acute adrenal insufficiency?,bilateral adrenal hemorrhage
image4948,What did bilateral adrenal hemorrhage in an infant with overwhelming sepsis result in?,acute adrenal insufficiency
image4949,What does the stratum corneum around the hair follicle show?,presence of numerous arthrospores and hyphae
image4949,What shows presence of numerous arthrospores and hyphae?,stratum corneum around the hair follicle
image4950,What are heaped up within the sinuses of Valsalva?,nodular masses of calcium
image4950,How are the commissures stenosis?,not fused
image4950,What are nodular masses of calcium heaped up within?,the sinuses valsalva
image4950,"What are not fused,  as in rheumatic aortic valve stenosis?",the commissures
image4951,What does ischemic injury show?,surface blebs
image4951,"What is showing increased eosinophilia of cytoplasm,  and swelling of occasional cells?",early (reversible) ischemic injury
image4952,What shows a scolex with a row of hooklets?,inbox in the right photomicrograph
image4952,What does inbox in the right photomicrograph show?,a scolex with a row of hooklets
image4952,How does inbox in the right photomicrograph show a scolex?,with a row of hooklets
image4952,What does microscopy show?,three layers in the wall of hydatid cyst
image4953,What are released into the cytosol?,viral rna genome
image4953,What are viral rna genome as well as reverse transcriptase released into?,the cytosol
image4953,What fuses with the plasma membrane of the host cell?,the viral envelope
image4953,How does the viral envelope fuse with?,the plasma membrane of the host cell
image4954,What is the end of the long bone expanded in?, region of epiphysis
image4954,"What shows circumscribed, dark tan, haemorrhagic and necrotic tumour?",sectioned surface
image4954,What is expanded in the region of epiphysis?,end of the long bone
image4955,What does ctive granulation tissue have?,inflammatory cell infiltrate
image4955,"What has inflammatory cell infiltrate, newly formed blood vessels and young fibrous tissue in loose matrix?",active granulation tissue
image4956,How does microscopic view of breast carcinoma illustrate the invasion of breast stroma and fat?,by nests and cords of tumor cells
image4956,What illustrates the invasion of breast stroma and fat by nests and cords of tumor cells?,the microscopic view of breast carcinoma
image4956,What does microscopic view of breast carcinoma illustrate?, the invasion of breast stroma and fat by nests and cords of tumor cells
image4957,What is bilayer lipid membrane studded with?,2 viral glycoproteins
image4957,"What does the particle have containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?",core transcriptase
image4957,"What has core containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?",the particle 
image4957,"What is studded with 2 viral glycoproteins, gp120 and gp41, in the positions shown?",bilayer lipid membrane
image4958,What does thickness and intensity of colour of on left side of figure correspond to?,extent of metabolic pathway
image4958,What corresponds to extent of metabolic pathway followed ADH = alcohol dehydrogenase ; ALDH or ACDH = hepatic acetaldehyde dehydrogenase ; NAD = nicotinamide adenine dinucleotide ; NADH = reduced NAD?,thickness and intensity of colour of on left side of figure
image4959,What are predominantly seen in lymph nodes and throughout lung parenchyma?,the lesions
image4959,What are the lesions predominantly seen in?,lymph nodes and throughout lung parenchyma
image4960,What is the gallbladder mucosa infiltrated by?,chronic inflammatory cells
image4960,What is infiltrated by chronic inflammatory cells?,the gallbladder mucosa
image4961,How does a peripheral blood smear show a hyper-segmented neutrophil?,with a six-lobed nucleus
image4961,What does a peripheral blood smear show?,a hyper-segmented neutrophil with a six-lobed nucleus 
image4961,What shows a hyper-segmented neutrophil with a six-lobed nucleus?,a peripheral blood smear 
image4962,What does typical tuberculous granuloma show?,an area of central necrosis
image4962,"What is surrounded by multiple multinucleate giant cells,  epithelioid cells,  and lymphocytes?",an area of central necrosis
image4962,What is an area of central necrosis surrounded by?,multiple multinucleate giant cells
image4963,What is matted mass of lymph nodes surrounded by?,increased fat
image4963,What is surrounded by increased fat?,matted mass of lymph nodes
image4964,What is the aneurysmal bone cyst with blood-filled cystic space surrounded by?,a fibrous wall containing proliferating fibroblasts
image4964,How is aneurysmal bone cyst with blood-filled cystic space surrounded?,by a fibrous wall containing proliferating fibroblasts
image4964,"What is surrounded by a fibrous wall containing proliferating fibroblasts,  reactive woven bone,  and osteoclast-type giant cells?",aneurysmal bone cyst with blood-filled cystic space
image4965,What is also seen in the photomicrograph?,giant cell with inclusions 
image4966,What is seen in singles?,the dead cell singles
image4966,What is there?,no inflammation
image4966,Where is the dead cell seen?,in singles
image4966,What has clumped chromatin?,the nucleus
image4967,What shows regularly spaced stool-filled diverticulae?,gross examination of a resected sigmoid colon
image4968,What are the location of vegetations on mitral valve shown as?,viewed from the left atrium
image4968,What shows tiny firm granular vegetations?,free surface and margin of the mitral valve
image4968,What does the free surface and margin of the mitral valve show?,tiny firm granular vegetations
image4968,What are shown as seen from the left ventricular surface?,vegetations on aortic valve
image4968,What show irregularly scarred mitral valve leaving a fish-mouth or buttonhole opening between its two cusps?,opened up  chambers and valves of the left heart
image4969,What are there?,alternate areas of collapsed and dilated alveolar spaces
image4969,"What are there of collapsed and dilated alveolar spaces, many of which are lined by eosinophilic hyaline membranes?",alternate areas
image4970,What were diffusely hyperplastic?,adrenal glands in a patient with acth-dependent cushing syndrome
image4970,"What was from a patient with ACTH-dependent Cushing syndrome,  in whom both adrenal glands were diffusely hyperplastic?",the adnormal gland
image4970,What was the abnormal gland from?,a patient with acth-dependent cushing syndrome
image4970,How was the abnormal gland?,from a patient with acth-dependent cushing syndrome
image4970,What is diffuse hyperplasia of the adrenal gland contrasted with?,a normal adrenal gland
image4970,What is yellow and thickened?,the adrenal cortex
image4970,How is diffuse hyperplasia of the adrenal gland contrasted?,with a normal adrenal gland
image4970,What is contrasted with a normal adrenal gland?,diffuse hyperplasia of the adrenal gland
image4971,What is composed of curvilinear trabeculae of woven bone that lack conspicuous osteoblastic rimming and arise in a background of fibrous tissue?,fibrous dysplasia
image4971,What is fibrous dysplasia composed of?,curvilinear trabeculae of woven bone
image4972,What is contrasted with normal basal polarity in columnar epithelium?,microscopic appearance of loss of nuclear polarity
image4972,How is microscopic appearance of loss of nuclear polarity contrasted ?,with normal basal polarity in columnar epithelium
image4973,What does higher magnification show in the center?,an irreversibly sickled cell
image4973,What shows an irreversibly sickled cell in the center?,higher magnification
image4974,"What are positively charged,  thus allowing the compaction of the negatively charged DNA?",the histone subunits
image4974,How are the histone subunits charged?,positively charged
image4975,What does the basal layer show?,hydropic degeneration and loss of dermoepidermal junction
image4975,What is there?,hyperkeratosis and follicular plugging
image4975,What shows hydropic degeneration and loss of dermoepidermal junction?,basal layer
image4976,What does the trabecular bone forming the marrow space show at the margins?,trabeculae with osteoclastic activity
image4976,Where does the trabecular bone forming the marrow space show?,at the margins 
image4976,How does the trabecular bone forming the marrow space show trabeculae?,with osteoclastic activity
image4976,"What shows concentric lamellae along with osteocytic lacunae surrounding central blood vessels, while the trabecular bone forming the marrow space shows trabeculae with osteoclastic activity at the margins?",cortical bone forming the outer shell
image4976,What does the cortical bone forming the outer shell show?,concentric lamellae along with osteocytic lacunae surrounding central blood vessels
image4976,What shows trabeculae with osteoclastic activity at the margins?,trabecular bone forming the marrow space
image4977,How is the liver?,small (700g)
image4977,"What is small (700 g),  bile-stained,  soft,  and congested?",the liver
image4977,How much does the liver weigh?,700 g
image4978,What are nuclei also enlarged with?,irregular outlines
image4978,How are the myocardial muscle fibres?,thick with abundance of eosinophilic cytoplasm
image4978,What are thick with abundance of eosinophilic cytoplasm?,the myocardial muscle fibres cytoplasm
image4979,What is there in the media and adventitia?,endarteritis and periarteritis of the vasa vasorum
image4979,"What is there of plasma cells, lymphocytes and macrophages?",perivascular infiltrate
image4980,What is limited to descending aorta?,stanford type b
image4980,What is Stanford type B limited to?,descending aorta
image4980,What only includes DeBakey 's type I and II?,stanford type a involving ascending aorta
image4981,What are present along with a dominant polyp (right)?,hundreds of small colonic polyps
image4981,What are hundreds of small colonic polyps present along with?,a dominant polyp
image4982,What is shown on the right in this four-chamber view?,the left ventricle
image4982,Where is the left ventricle shown in this four-chamber view?,on the right
image4982,"What is dilated,  reflecting long-standing valvular insufficiency and volume overload?",the atrium
image4982,What is prominent hooding with?,prolapse of the posterior mitral leaflet into the left atrium
image4982,What is there with prolapse of the posterior mitral leaflet into the left atrium?,prominent hooding
image4983,What does luminal surface of longitudinal cut section show?,segment of thickened wall with narrow lumen
image4983,What is shown in longitudinal section along with a segment in cross section?,specimen of small intestine
image4983,What does external surface show?,increased mesenteric fat
image4983,"What shows increased mesenteric fat, thickened wall and narrow lumen?",external surface
image4983,What shows segment of thickened wall with narrow lumen which is better appreciated in cross section while intervening areas of the bowel are uninvolved or skipped?,luminal surface of longitudinal cut section
image4983,Where is the specimen of small intestine shown?,in longitudinal section
image4983,How does luminal surface of longitudinal cut section show segment of thickened wall?,with narrow lumen
image4984,"What is there with only collapsed reticulin framework left out in their place, high lighted by reticulin stain right photomicrograph?",wiping out of liver lobules
image4984,Where is there?,no significant inflammation or fibrosis
image4984,"What is there left out in their place, high lighted by reticulin stain right photomicrograph?",wiping out of liver lobules with only collapsed reticulin framework
image4984,"What left out in their place, high lighted by reticulin stain?",collapsed reticulin framework
image4985,"What shows failure of normal differentiation,  marked nuclear and cellular pleomorphism,  and numerous mitotic figures extending toward the surface?",high-power view of another region
image4985,What does high-power view of another region show?,failure of normal differentiation
image4985,What is not seen in this section?,the intact basement membrane
image4986,Where are the amyloid deposits seen?,glomerular capillary tuft
image4986,What are seen mainly in the glomerular capillary tuft?,the amyloid deposits
image4986,Where are the deposits producing atrophic tubules present?,peritubular connective tissue
image4986,What are also present in peritubular connective tissue producing atrophic tubules?,the deposits
image4987,What is typical?,necrotic debris
image4988,"What are seen at this stage,  associated with regeneration and repair?",numerous reactive type ii pneumocytes
image4988,"What is marked by resorption of hyaline membranes and thickening of alveolar septa by inflammatory cells,  fibroblasts,  and collagen?",the healing stage
image4988,What is the healing stage marked by?,resorption of hyaline membranes and thickening of alveolar septa by inflammatory cells
image4988,"What are numerous reactive type II pneumocytes seen at,  associated with regeneration and repair?",this stage
image4989,What does epithelial crowding produce when glands are cut in cross-section?,a serrated architecture
image4989,What produces a serrated architecture when glands are cut in cross-section?,epithelial crowding
image4989,How are the glands cut?,in cross-section
image4990,What stain shows C4d deposition in peritubular capillaries and a glomerulus?,immunoperoxidase stain
image4991,What does the granuloma in the center show?,multinucleate giant cells
image4991,What shows several multinucleate giant cells?,the granuloma
image4992,What shows caseating epithelioid cell granulomas in the intestinal wall?,microscopy of intestine
image4992,What does microscopy of intestine show?,caseating epithelioid cell granulomas in the intestinal wall
image4992,What is thickened?,wall of intestine in the area of narrowed lumen
image4992,What shows stricture and a lymph node in section having caseation necrosiss?,external surface of small intestine
image4992,What does the lumen show ?,characteristic transverse ulcers and two strictures
image4992,What does the external surface of small intestine show?,stricture and a lymph node in section having caseation necrosiss
image4993,What are the histological features present?,transmural chronic inflammatory cell infiltration
image4994,What is mild degree of liver cell necrosis seen as?,ballooning degeneration
image4994,What is seen as ballooning degeneration while acidophilic councilman bodies are indicative of more severe liver cell injury?,mild degree of liver cell necrosis
image4994,What are indicative of more severe liver cell injury?,acidophilic councilman bodies
image4994,What are the predominant histologic changes?,variable degree of necrosis of hepatocytes
image4995,What does thrombus in the left and right ventricular apices overlie?,white fibrous scar
image4995,What are super-imposed on advanced atherosclerotic lesions of the more proximal aorta (left side of photograph)?,friable mural thrombi
image4996,What do teased fiber preparations allow for?,examination of individual axons of peripheral nerves
image4996,What is flanked by nodes of Ranvier?,a normal axon
image4996,What is a normal axon with a long thick dark myelin internode flanked by?,nodes of ranvier with a long thick dark myelin internode
image4996,How is a normal axon with a long thick dark myelin internode flanked?,by nodes of ranvier
image4996,What shows a segment surrounded by a series of thinly myelinated internodes of uneven length flanked on both ends by normal thicker myelin internodes?,the right axon
image4996,"What does the right axon,  by contrast,  show?",a segment surrounded by a series of thinly myelinated internodes of uneven length flanked on both ends by normal thicker myelin internodes
image4996,What allow for examination of individual axons of peripheral nerves?,teased fiber preparations
image4997,Where is diagrammatic representation of three forms of arteriolosclerosis seen?,in hypertension 
image4997,What is seen in hypertension?,three forms of arteriolosclerosis
image4998,Where are areas of chalky necrosis present?,within the colon wall
image4998,What are present within the colon wall?,areas of chalky necrosis
image4999,What does the multilobed nucleus of the distinctive lacunar cell contain?,many small nucleoli
image4999,What is seen lying within a clear space created by retraction of its cytoplasms?,a distinctive lacunar cell with a multilobed nucleus containing many small nucleoli
image5000,What shows congophilia which under polarising microscopy?,congo red staining
image5000,What does  congo red staining show?,congophilia which under polarising microscopy
image5000,What shows apple-green birefringence?,the figure
image5000,Where the deposition is extensive causing compression and pressure atrophy of hepatocytes?,in the space of disse
image5001,What do the congophilic areas show?,apple-green birefringence
image5001,What stained red-pink Congophilia?,the amyloid deposits
image5001,What show apple-green birefringence?,congophilic areas
image5001,What show birefringence?,the congophilic areas
image5002,What results for the AML are shown in the figure?,flow cytometry 
image5002,What are the tumor cells positive for?,the stem cell marker cd34 and myeloid lineage specific markers cd33 and cd15
image5002,What are positive for the stem cell marker CD34 and the myeloid lineage specific markers CD33 and CD15 subset?,the tumor cells
image5003,What is increased?,weight of the heart
image5004,What is not clear-cut?,line of demarcation between gangrenous segment and the viable bowel clear-cut
image5004,"What is soft, swollen and dark?",the affected part dark
image5005,What did subsynovial tissue contain?,a dense lymphoid aggregate
image5005,What contains a dense lymphoid aggregate?,subsynovial tissue
image5006,What does the subcutaneous tissue show?,masses or nodules of calcium salt surrounded by foreign body giant cells
image5006,What shows masses or nodules of calcium salt surrounded by foreign body giant cells?,subcutaneous tissue
image5007,What does the mucosa in the infarcted area show?,coagulative necrosis and submucosal haemorrhages
image5007,What is marked at the line of demarcation between the infarcted and normal bowel?,inflammatory cell infiltration
image5007,Where is inflammatory cell infiltration marked at?,line of demarcation between the infarcted and normal bowel
image5007,What shows coagulative necrosis and submucosal haemorrhages?,mucosa in the infarcted area
image5008,"What is entrapped in a dense,  onion-skin concentric scar?",a bile duct undergoing degeneration
image5008,What is a bile duct undergoing degeneration entrapped in?,a dense
image5009,What is evident?,four-chamber dilation and hypertrophy 
image5010,"What is removed at autopsy showing a unifocal,  massive neoplasm replacing most of the right hepatic lobe in a noncirrhotic liver?",the liver
image5011,What is involvedd in pathogenesis of two main types of diabetes mellitus?,chematic mechanisms
image5011,What is chematic mechanisms involved in?,pathogenesis of two main types of diabetes mellitus
image5012,How does the affected area on right show cells?,with intensely eosinophilic cytoplasm of tubular cells
image5012,What shows cells with intensely eosinophilic cytoplasm of tubular cells?,the affected area on right
image5012,Where is the affected area?,on right
image5012,What do the nuclei show?,granular debris
image5012,What are still maintained?,the outlines of tubules
image5012,Where is the affected area?,on right
image5012,What does the affected area on right show?,cells with intensely eosinophilic cytoplasm of tubular cells 
image5012,What does the interface between viable and non-viable area show?,non-specific chronic inflammation proliferating vessels
image5012,What shows non-specific chronic inflammation and proliferating vessels?,the interface between viable non-viable area vessels
image5013,What show osseous metaplasia in the centre?,whorls composed of smooth muscle cells and fibroblasts
image5013,What are the whorls composed of?,smooth muscle cells and fibroblasts
image5014,What does the tumour show?,uniform cells having high mitotic rate
image5014,What shows uniform cells having high mitotic rate?,the tumour
image5015,What is further composed of double helix of two pleated sheets in the form of twin filaments separated by a clear space?,each fibril
image5015,What does p-component have?,pentagonal or doughnut profile
image5015,"What does c, x-ray crystallography and infra-red spectroscopy show?",fibrils having cross
image5015,What is further composed of two pleated sheets in the form of twin filaments separated by a clear space?,each fibril
image5015,What is each fibril further composed of?,double helix of two pleated sheets
image5016,"What shows well-defined bands of pink,  acellular collagen that have subdivided the tumor cells into nodules?",a low-power view
image5017,What does the periphery show?,healed granulomas
image5017,What shows healed granulomas?,the periphery
image5017,What  shows healed granulomas?,the periphery
image5017,What are the deposits while the periphery shows healed granulomas?,basophilic granular
image5017,What are basophilic granular while the periphery shows healed granulomas?,the deposits
image5018,What entraps native lamellar bone as a confluent mass of cartilage?,conventional chondrosarcoma
image5019,How are the tumor cells strikingly similar to normal squamous epithelial cells?,with intercellular bridges and nests of keratin (arrow)
image5019,How are the tumor cells?,strikingly similar to normal squamous epithelial cells
image5019,"What are strikingly similar to normal squamous epithelial cells,  with intercellular bridges and nests of keratin?",the tumor cells
image5020,What migrate along the incised margin on either side as well as around the suture track?,spurs of epidermal cells
image5020,When does removal of suture result in?,around 7th day
image5020,What are the incised wound as well as suture track on either side filled with?,blood clot
image5020,What at around 7th day results in scar tissue at the sites of incision and suture track?,removal of suture
image5020,Where is inflammatory response from?,the margins
image5020,What are filled with blood clot?,the open wound
image5021,What show preserved outlines with loss of nuclei?,the necrotic cells
image5022,"What is characterized by vasodilation, congestion, and edema?",the immediate reaction
image5023,What appear that all share the same fiber type (fiber type grouping)  with ongoing denervation and reinnervation?,large clusters of fibers
image5023,Under what conditions do clusters of fibers appear that all share the same fiber type?,with ongoing denervation and reinnervation
image5023,What share the same fiber type (fiber type grouping)?,large clusters of fibers
image5024,What does Cut surface show?,a grey white firm tumour extending irregularly into adjacent breast parenchyma
image5024,What shows a grey white firm tumour extending irregularly into adjacent breast parenchyma?,cut surface
image5024,What does the breast show?,a tumour extending up to nipple and areola
image5025,How is Ewing sarcoma composed of sheets of small round cells?,with small amounts of clear cytoplasm
image5025,What is Ewing sarcoma composed of?,sheets of small round cells with small amounts of clear cytoplasm
image5025,What is composed of sheets of small round cells with small amounts of clear cytoplasm?,ewing sarcoma
image5026,Where is mononuclear inflammatory cell infiltrate present?,in subepithelial and perimuscular layers
image5026,What is there?,subepithelial and subserosal fibrosis and hypertrophy of muscularis
image5026,What is present in subepithelial and perimuscular layers?,mononuclear inflammatory cell infiltrate
image5027,"What is surrounded by eosinophils,  lymphocytes,  and histiocytes?",a diagnostic
image5028,What shows the morphologic variant of RS cell seen more often in particular histologic type?,the inset on right side of each type
image5028,What does the inset on right side of each type show?,the morphologic variant of rs cell seen more often in particular histologic type
image5029,What has been termed cystic hygroma?,fluid accumulation particularly prominent in the soft tissues of the neck
image5029,"What are cystic hygromas characteristically seen with,  but not limited to?",constitutional chromosomal anomalies such as 45
image5029,What has this condition been termed?,cystic hygroma
image5029,"What are characteristically seen with,  but not limited to,  constitutional chromosomal anomalies such as 45,  X karyotypes?",cystic hygromas
image5030,What shows ghostal veoli filled with blood?,infarcted area
image5030,What does infarcted area show?,ghostal veoli filled with blood
image5031,What are shown?,apoptotic cells in colonic epithelium
image5032,What is there?,moderate microcytosis and hypochromia
image5032,What aspirate shows micronormoblastic erythropoiesis?,examination of bone marrow
image5033,What did high-power view of the junction of the fibrous cap and core show?,scattered inflammatory cells
image5033,"What shows scattered inflammatory cells,  calcification arrowheads,  and neovascularization ?",high-power view of the junction of the fibrous cap and core
image5034,What are illustrated?,the cellular alterations in apoptosis are illustrated
image5035,What is the Wilms tumor with tightly packed blue cells consistent with?,the blastemal component and interspersed primitive tubules
image5035,"What is consistented with the blastemal component and interspersed primitive tubules,  representing the epithelial component?",wilms tumor with tightly packed blue cells
image5036,What are the spores present in?,sporangia as well as intermingled in the inflammatory cell infiltrate
image5037,"What shows mesangial cell proliferation,  basement membrane duplication,  leukocyte infiltration,  and accentuation of lobular architecture?",membranoproliferative glomerulonephritis (mpgn)
image5038,What do nonfunctioning adenomas tend to be?,larger at the time of diagnosis than those that secrete hormone
image5038,What tend to be larger at the time of diagnosis than those that secrete a hormone?,nonfunctioning adenomas
image5039,What is the color of the firm areas with base on the pleura?,dark tan
image5039,What shows dark tan firm areas with base on the pleura?,the sectioned surface
image5039,How does the sectioned surface show dark tan firm areas?,with base on the pleura
image5039,What does the sectioned surface show with?,base on the pleura
image5040,What was a gravid uterus removed for?,postpartum bleeding
image5040,What was removed for postpartum bleeding?,a gravid uterus
image5041,"What is characterized by increased numbers of epithelial cells,  as in this example of epithelial hyperplasia?",proliferative breast disease
image5041,What is proliferative breast disease characterized by?,an increased numbers of epithelial cells
